Product,Quantity,UnitPrice,PaymentType,TransactionID,TotalPrice,Customer_id,Gender,sale_date,
Chair,9,176.82,Credit Card,TX300367,1591.38,68,Male,2022-09-08,
Tablet,8,115.67,Credit Card,TX300368,925.36,93,Male,2022-06-18,
Printer,7,120.13,Debit Card,TX300369,840.91,71,Female,2022-03-21,
Chair,9,378.43,Gift Card,TX300370,3405.87,59,Female,2023-10-26,
Printer,9,88.48,Gift Card,TX300371,796.32,39,Male,2023-11-15,
Phone,9,389.25,Cash,TX300372,3503.25,6,Female,2023-01-01,
Laptop,2,161.43,Cash,TX300373,322.86,76,Male,2023-03-05,
Tablet,3,301.23,Credit Card,TX300374,903.69,8,Male,2023-11-30,
Monitor,8,358.91,Credit Card,TX300375,2871.28,21,Male,2023-01-12,
Tablet,7,240.58,Gift Card,TX300376,1684.06,114,Female,2023-06-19,
Laptop,6,312.2,Gift Card,TX300377,1873.2,93,Male,2023-10-30,
Printer,4,86.31,Gift Card,TX300378,345.24,28,Female,2023-02-20,
Monitor,5,97.19,Debit Card,TX300379,485.95,148,Male,2023-04-10,
Printer,9,349.94,Credit Card,TX300380,3149.46,38,Male,2023-07-06,
Chair,10,213.13,Cash,TX300381,2131.3,127,Female,2023-09-01,
Phone,8,132.93,Gift Card,TX300382,1063.44,71,Female,2023-12-22,
Monitor,4,224.48,Debit Card,TX300383,897.92,15,Male,2023-06-09,
Phone,3,11.02,Cash,TX300384,33.06,1,Female,2023-11-19,
Monitor,2,281.98,Credit Card,TX300385,563.96,28,Female,2023-07-19,
Chair,9,168.59,Debit Card,TX300386,1517.31,8,Male,2023-08-04,
Phone,9,141.71,Online,TX300387,1275.39,144,Male,2023-09-11,
Monitor,8,385.41,Gift Card,TX300388,3083.28,24,Female,2023-06-30,
Laptop,2,281.75,Online,TX300389,563.5,151,Male,2023-05-04,
Printer,9,324.72,Gift Card,TX300390,2922.48,109,Male,2023-05-05,
Monitor,3,297.17,Gift Card,TX300391,891.51,96,Female,2023-02-16,
Desk,9,352.23,Debit Card,TX300392,3170.07,142,Male,2023-08-10,
Monitor,6,355.87,Debit Card,TX300393,2135.22,53,Male,2023-01-16,
Printer,4,328.63,Debit Card,TX300394,1314.52,21,Female,2023-10-22,
Phone,3,339.04,Cash,TX300395,1017.12,35,Male,2023-12-01,
Phone,3,331.33,Credit Card,TX300396,993.99,1,Female,2023-01-20,
Desk,6,176.35,Debit Card,TX300397,1058.1,112,Male,2023-09-16,
Laptop,8,40.49,Cash,TX300398,323.92,75,Female,2023-06-09,
Phone,6,206.01,Gift Card,TX300399,1236.06,39,Female,2023-04-28,
Phone,2,297.08,Online,TX300400,594.16,22,Female,2023-07-27,
Desk,10,323.91,Debit Card,TX300401,3239.1,48,Female,2023-01-06,
Chair,3,116.67,Gift Card,TX300402,350.01,25,Male,2023-12-26,
Tablet,5,161.87,Online,TX300403,809.35,23,Female,2023-01-25,
Printer,4,163.45,Cash,TX300404,653.8,133,Male,2023-08-16,
Laptop,7,77.63,Online,TX300405,543.41,132,Male,2023-03-01,
Chair,6,310.32,Online,TX300406,1861.92,14,Female,2023-01-22,
Chair,6,297,Cash,TX300407,1782,93,Male,2023-07-02,
Chair,3,297.72,Gift Card,TX300408,893.16,103,Female,2023-06-02,
Phone,5,375.22,Gift Card,TX300409,1876.1,33,Male,2023-12-07,
Printer,3,294.73,Cash,TX300410,884.19,119,Male,2023-03-02,
Desk,9,20.98,Cash,TX300411,188.82,61,Female,2023-06-14,
Phone,2,316.65,Online,TX300412,633.3,147,Male,2023-02-25,
Chair,2,391.28,Online,TX300413,782.56,11,Female,2023-12-16,
Phone,3,150.87,Gift Card,TX300414,452.61,63,Female,2023-07-12,
Chair,4,62.96,Cash,TX300415,251.84,122,Male,2023-05-23,
Chair,10,312.14,Online,TX300416,3121.4,11,Male,2023-12-30,
Laptop,5,241.05,Cash,TX300417,1205.25,10,Female,2023-06-04,
Chair,6,222.47,Credit Card,TX300418,1334.82,110,Female,2023-06-24,
Phone,7,267.88,Online,TX300419,1875.16,13,Male,2023-11-10,
Desk,1,128.69,Debit Card,TX300420,128.69,104,Male,2023-07-01,
Chair,10,129.76,Cash,TX300421,1297.6,9,Male,2023-10-29,
Printer,8,64.25,Credit Card,TX300422,514,64,Female,2023-03-24,
Chair,1,208.28,Cash,TX300423,208.28,51,Male,2023-09-03,
Laptop,5,162.18,Debit Card,TX300424,810.9,16,Female,2023-07-27,
Phone,10,98.09,Debit Card,TX300425,980.9,30,Male,2023-06-29,
Laptop,4,181.04,Debit Card,TX300426,724.16,60,Male,2023-12-10,
Desk,1,202.72,Gift Card,TX300427,202.72,68,Female,2023-09-06,
Monitor,1,169.14,Debit Card,TX300428,169.14,22,Male,2023-08-19,
Printer,10,204,Debit Card,TX300429,2040,41,Female,2023-08-31,
Phone,6,96.24,Cash,TX300430,577.44,33,Female,2023-12-24,
Monitor,5,202.76,Cash,TX300431,1013.8,127,Male,2023-04-27,
Tablet,8,234.01,Cash,TX300432,1872.08,136,Male,2023-03-08,
Printer,8,165.02,Credit Card,TX300433,1320.16,60,Female,2023-05-09,
Monitor,4,383.7,Gift Card,TX300434,1534.8,32,Female,2023-04-12,
Tablet,6,206.16,Online,TX300435,1236.96,27,Male,2023-10-16,
Printer,5,79.63,Online,TX300436,398.15,30,Male,2023-06-25,
Chair,3,256.69,Gift Card,TX300437,770.07,50,Female,2023-07-22,
Tablet,10,124.56,Online,TX300438,1245.6,30,Male,2023-03-24,
Monitor,5,143.01,Online,TX300439,715.05,137,Male,2023-12-13,
Desk,4,163.57,Debit Card,TX300440,654.28,89,Male,2023-02-20,
Monitor,2,91.33,Online,TX300441,182.66,114,Male,2023-12-12,
Monitor,2,299.59,Credit Card,TX300442,599.18,70,Female,2023-09-09,
Tablet,2,161.44,Online,TX300443,322.88,152,Female,2023-04-14,
Desk,8,213.15,Gift Card,TX300444,1705.2,21,Female,2023-07-18,
Chair,7,303.78,Gift Card,TX300445,2126.46,47,Female,2023-11-07,
Phone,2,300.92,Debit Card,TX300446,601.84,99,Female,2023-07-14,
Phone,6,164.75,Debit Card,TX300447,988.5,139,Female,2023-07-15,
Tablet,10,302.72,Debit Card,TX300448,3027.2,63,Female,2023-05-01,
Printer,3,253.33,Debit Card,TX300449,759.99,13,Female,2023-11-02,
Chair,1,36.85,Debit Card,TX300450,36.85,61,Female,2023-01-25,
Tablet,2,248.69,Debit Card,TX300451,497.38,104,Male,2023-07-30,
Monitor,8,284.8,Debit Card,TX300452,2278.4,140,Male,2023-07-31,
Monitor,4,42.51,Gift Card,TX300453,170.04,89,Female,2023-11-13,
Monitor,9,343.44,Debit Card,TX300454,3090.96,70,Male,2023-09-24,
Desk,3,34.95,Debit Card,TX300455,104.85,2,Male,2023-06-10,
Tablet,1,248.33,Credit Card,TX300456,248.33,89,Female,2023-10-09,
Printer,4,117.81,Credit Card,TX300457,471.24,14,Male,2023-06-26,
Tablet,10,37.61,Gift Card,TX300458,376.1,8,Female,2023-01-24,
Phone,5,290.02,Online,TX300459,1450.1,44,Male,2023-08-23,
Printer,4,370.9,Online,TX300460,1483.6,14,Male,2023-12-12,
Laptop,8,315.46,Debit Card,TX300461,2523.68,26,Male,2023-07-28,
Chair,6,237.91,Credit Card,TX300462,1427.46,122,Male,2023-02-16,
Desk,10,394.91,Cash,TX300463,3949.1,6,Male,2023-09-14,
Chair,1,141.82,Online,TX300464,141.82,145,Female,2023-01-09,
Chair,4,393.62,Credit Card,TX300465,1574.48,63,Female,2023-08-21,
Desk,6,80.44,Online,TX300466,482.64,106,Male,2023-03-20,
Laptop,8,357.27,Gift Card,TX300467,2858.16,42,Male,2023-01-29,
Laptop,9,131.86,Credit Card,TX300468,1186.74,71,Male,2023-08-26,
Chair,8,376.61,Online,TX300469,3012.88,61,Female,2023-02-13,
Monitor,3,361.61,Gift Card,TX300470,1084.83,30,Male,2023-11-22,
Desk,7,219.3,Gift Card,TX300471,1535.1,124,Male,2023-11-13,
Printer,4,40.62,Debit Card,TX300472,162.48,135,Female,2023-08-23,
Printer,1,11.7,Cash,TX300473,11.7,109,Male,2023-02-12,
Tablet,10,333.11,Cash,TX300474,3331.1,32,Male,2023-01-28,
Laptop,7,261.88,Cash,TX300475,1833.16,40,Female,2023-02-22,
Chair,8,251.59,Online,TX300476,2012.72,31,Male,2023-07-22,
Chair,6,72.37,Online,TX300477,434.22,96,Male,2023-10-01,
Tablet,1,90.99,Cash,TX300478,90.99,65,Male,2023-07-19,
Printer,8,24.19,Debit Card,TX300479,193.52,131,Female,2023-04-17,
Desk,10,252.39,Cash,TX300480,2523.9,152,Male,2023-04-08,
Monitor,7,227.57,Gift Card,TX300481,1592.99,26,Male,2023-08-29,
Monitor,4,201.54,Cash,TX300482,806.16,76,Female,2023-11-17,
Laptop,3,295.11,Debit Card,TX300483,885.33,37,Female,2023-07-02,
Printer,5,63.15,Gift Card,TX300484,315.75,13,Female,2023-11-26,
Laptop,5,271.45,Credit Card,TX300485,1357.25,116,Female,2023-08-24,
Phone,8,314.73,Cash,TX300486,2517.84,4,Female,2023-12-28,
Tablet,10,293.24,Cash,TX300487,2932.4,102,Female,2023-04-14,
Printer,3,399.19,Online,TX300488,1197.57,24,Male,2023-01-09,
Chair,10,391.43,Debit Card,TX300489,3914.3,54,Female,2023-11-05,
Desk,6,137.45,Credit Card,TX300490,824.7,81,Male,2023-12-22,
Printer,1,132.06,Debit Card,TX300491,132.06,93,Female,2023-07-29,
Phone,4,82.18,Debit Card,TX300492,328.72,138,Male,2023-04-24,
Monitor,10,382.95,Gift Card,TX300493,3829.5,146,Male,2023-12-04,
Chair,7,373.69,Gift Card,TX300494,2615.83,19,Male,2023-10-15,
Desk,5,394.28,Credit Card,TX300495,1971.4,2,Male,2023-03-05,
Printer,4,13.69,Online,TX300496,54.76,1,Male,2023-10-15,
Phone,9,232.17,Debit Card,TX300497,2089.53,3,Female,2023-08-20,
Chair,3,218.33,Cash,TX300498,654.99,2,Female,2023-01-10,
Phone,5,236.66,Debit Card,TX300499,1183.3,4,Male,2023-01-20,
Laptop,1,19.88,Credit Card,TX300500,19.88,5,Male,2023-03-02,
Tablet,5,12.84,Cash,TX300501,64.2,2,Male,2023-05-23,
Chair,9,113.9,Credit Card,TX300502,1025.1,2,Female,2023-02-21,
Tablet,10,313.01,Credit Card,TX300503,3130.1,5,Female,2023-07-28,
Desk,3,276.79,Credit Card,TX300504,830.37,4,Male,2023-07-07,
Monitor,4,385.05,Cash,TX300505,1540.2,4,Female,2023-04-14,
Tablet,4,56.43,Debit Card,TX300506,225.72,4,Female,2023-12-02,
Tablet,9,127.4,Debit Card,TX300507,1146.6,4,Female,2023-04-14,
Phone,2,106.96,Credit Card,TX300508,213.92,4,Male,2023-12-11,
Tablet,5,140.99,Credit Card,TX300509,704.95,1,Male,2023-09-13,
Phone,3,54.47,Online,TX300510,163.41,3,Male,2023-09-18,
Printer,7,274.8,Credit Card,TX300511,1923.6,2,Female,2023-10-06,
Phone,1,87.7,Online,TX300512,87.7,4,Female,2023-11-22,
Monitor,7,141.83,Debit Card,TX300513,992.81,1,Female,2023-01-13,
Chair,5,185.4,Gift Card,TX300514,927,1,Male,2023-07-26,
Desk,8,285.94,Cash,TX300515,2287.52,3,Male,2023-10-01,
Phone,5,254.62,Online,TX300516,1273.1,5,Male,2023-06-05,
Printer,7,269.37,Cash,TX300517,1885.59,2,Male,2023-08-02,
Chair,1,318.93,Online,TX300518,318.93,1,Male,2023-09-14,
Chair,2,329.82,Debit Card,TX300519,659.64,4,Male,2023-11-29,
Printer,8,359.55,Cash,TX300520,2876.4,1,Male,2023-04-21,
Phone,5,366.17,Cash,TX300521,1830.85,1,Male,2023-09-29,
Chair,9,303.78,Credit Card,TX300522,2734.02,4,Female,2023-09-28,
Printer,2,124.07,Debit Card,TX300523,248.14,2,Female,2023-11-15,
Tablet,6,301.1,Debit Card,TX300524,1806.6,5,Female,2023-07-08,
Printer,4,92.68,Online,TX300525,370.72,2,Female,2023-11-06,
Monitor,3,212.07,Gift Card,TX300526,636.21,1,Male,2023-04-01,
Tablet,4,363.77,Credit Card,TX300527,1455.08,5,Female,2023-05-23,
Phone,3,202.35,Gift Card,TX300528,607.05,2,Female,2023-05-17,
Phone,8,24.61,Online,TX300529,196.88,5,Female,2023-07-01,
Chair,5,290.4,Credit Card,TX300530,1452,2,Female,2023-03-09,
Laptop,6,167.17,Debit Card,TX300531,1003.02,4,Male,2023-03-31,
Chair,10,203.5,Debit Card,TX300532,2035,2,Male,2023-10-07,
Tablet,6,32.59,Cash,TX300533,195.54,3,Female,2023-07-24,
Phone,10,106.79,Debit Card,TX300534,1067.9,3,Male,2023-08-14,
Phone,6,61.68,Online,TX300535,370.08,5,Male,2023-03-10,
Tablet,2,299.49,Credit Card,TX300536,598.98,1,Female,2023-08-31,
Tablet,1,397.26,Online,TX300537,397.26,4,Male,2023-09-28,
Tablet,3,235.19,Debit Card,TX300538,705.57,5,Female,2023-12-16,
Printer,8,327.76,Gift Card,TX300539,2622.08,4,Female,2023-12-22,
Printer,1,148.44,Cash,TX300540,148.44,5,Female,2023-09-17,
Phone,3,9.05,Debit Card,TX300541,27.15,2,Female,2023-08-28,
Laptop,6,308.28,Gift Card,TX300542,1849.68,2,Female,2023-03-30,
Phone,10,358.38,Gift Card,TX300543,3583.8,1,Female,2023-11-22,
Printer,4,268.16,Cash,TX300544,1072.64,4,Male,2023-08-04,
Desk,4,157.13,Debit Card,TX300545,628.52,4,Male,2023-02-23,
Monitor,6,277.18,Credit Card,TX300546,1663.08,1,Male,2023-04-13,
Monitor,7,306.58,Credit Card,TX300547,2146.06,3,Female,2023-04-01,
Printer,7,147,Online,TX300548,1029,2,Female,2023-12-01,
Phone,2,214.89,Credit Card,TX300549,429.78,3,Male,2023-11-09,
Printer,7,261.86,Cash,TX300550,1833.02,1,Male,2023-08-21,
Printer,8,46.17,Gift Card,TX300551,369.36,2,Female,2023-06-22,
Chair,10,32.12,Online,TX300552,321.2,1,Female,2023-07-16,
Chair,9,323.48,Credit Card,TX300553,2911.32,5,Male,2023-11-26,
Phone,9,342.44,Credit Card,TX300554,3081.96,5,Female,2023-01-24,
Phone,7,387.3,Credit Card,TX300555,2711.1,5,Female,2023-04-15,
Monitor,6,390.14,Online,TX300556,2340.84,3,Female,2023-08-06,
Printer,10,269.86,Online,TX300557,2698.6,3,Male,2023-06-14,
Phone,2,66.95,Credit Card,TX300558,133.9,2,Female,2023-06-21,
Monitor,5,227.11,Credit Card,TX300559,1135.55,2,Female,2023-11-27,
Monitor,9,244.52,Gift Card,TX300560,2200.68,1,Female,2023-07-08,
Phone,1,247.71,Debit Card,TX300561,247.71,2,Female,2023-04-30,
Printer,1,169.87,Credit Card,TX300562,169.87,3,Female,2023-06-30,
Chair,8,95.79,Cash,TX300563,766.32,4,Male,2023-09-15,
Printer,5,73,Debit Card,TX300564,365,3,Female,2023-02-13,
Laptop,3,69.33,Gift Card,TX300565,207.99,4,Female,2023-03-05,
Desk,3,141.98,Gift Card,TX300566,425.94,4,Female,2023-12-07,
Printer,6,254.72,Debit Card,TX300567,1528.32,3,Male,2023-10-05,
Monitor,9,166.32,Credit Card,TX300568,1496.88,4,Female,2023-10-27,
Printer,5,217.67,Cash,TX300569,1088.35,5,Male,2023-12-13,
Printer,5,197.52,Cash,TX300570,987.6,1,Male,2023-10-03,
Monitor,3,336.99,Credit Card,TX300571,1010.97,3,Female,2023-04-26,
Phone,8,61.24,Debit Card,TX300572,489.92,1,Male,2023-05-02,
Desk,7,227.58,Debit Card,TX300573,1593.06,3,Female,2023-03-23,
Tablet,9,326.93,Cash,TX300574,2942.37,1,Male,2023-06-18,
Chair,10,171.08,Online,TX300575,1710.8,4,Male,2023-11-01,
Printer,3,384.42,Online,TX300576,1153.26,5,Male,2023-07-11,
Tablet,4,252.82,Debit Card,TX300577,1011.28,1,Male,2023-04-29,
Laptop,2,316.96,Debit Card,TX300578,633.92,1,Male,2023-12-03,
Tablet,6,38.64,Debit Card,TX300579,231.84,3,Male,2023-02-25,
Desk,2,143.61,Cash,TX300580,287.22,3,Female,2023-02-25,
Chair,3,95.32,Cash,TX300581,285.96,3,Female,2023-02-01,
Desk,1,149.71,Cash,TX300582,149.71,1,Female,2023-11-27,
Phone,9,108.95,Credit Card,TX300583,980.55,2,Female,2023-09-05,
Monitor,7,313.77,Credit Card,TX300584,2196.39,1,Female,2023-07-21,
Laptop,5,170.54,Cash,TX300585,852.7,2,Female,2023-05-23,
Monitor,4,69.93,Credit Card,TX300586,279.72,3,Female,2023-12-11,
Chair,10,150.51,Credit Card,TX300587,1505.1,1,Female,2023-04-09,
Tablet,6,373.91,Debit Card,TX300588,2243.46,1,Female,2023-04-17,
Phone,6,321.2,Gift Card,TX300589,1927.2,5,Male,2023-03-26,
Chair,1,144.03,Gift Card,TX300590,144.03,2,Female,2023-05-08,
Desk,9,109.9,Online,TX300591,989.1,5,Female,2023-05-12,
Laptop,2,360.57,Cash,TX300592,721.14,1,Male,2023-06-08,
Printer,3,271.89,Credit Card,TX300593,815.67,1,Female,2023-03-09,
Tablet,7,306.42,Online,TX300594,2144.94,3,Female,2023-07-06,
Laptop,4,218.66,Gift Card,TX300595,874.64,1,Female,2023-09-08,
Desk,7,347.24,Online,TX300596,2430.68,1,Male,2023-12-04,
Phone,5,273.04,Debit Card,TX300597,1365.2,4,Female,2023-12-14,
Printer,1,119.82,Gift Card,TX300598,119.82,1,Female,2023-01-07,
Phone,7,126.74,Cash,TX300599,887.18,1,Male,2023-02-20,
Monitor,9,117.55,Credit Card,TX300600,1057.95,3,Male,2023-12-03,
Printer,8,98.91,Online,TX300601,791.28,4,Female,2023-11-12,
Phone,8,79.76,Debit Card,TX300602,638.08,3,Male,2023-01-08,
Laptop,7,190.63,Debit Card,TX300603,1334.41,4,Female,2023-05-26,
Desk,3,345.32,Online,TX300604,1035.96,2,Female,2023-11-15,
Printer,9,262.77,Gift Card,TX300605,2364.93,2,Male,2023-02-06,
Tablet,3,258.06,Cash,TX300606,774.18,5,Male,2023-02-05,
Tablet,6,191.08,Credit Card,TX300607,1146.48,2,Female,2023-10-29,
Laptop,6,29.62,Gift Card,TX300608,177.72,1,Male,2023-03-05,
Desk,6,65.26,Debit Card,TX300609,391.56,1,Male,2023-11-12,
Chair,4,158.44,Online,TX300610,633.76,4,Male,2023-01-07,
Laptop,1,112.51,Cash,TX300611,112.51,5,Male,2023-10-18,
Phone,6,345.56,Online,TX300612,2073.36,1,Male,2023-07-02,
Desk,5,14.99,Credit Card,TX300613,74.95,3,Male,2023-09-17,
Phone,5,337.03,Cash,TX300614,1685.15,4,Male,2023-06-25,
Desk,9,368.69,Cash,TX300615,3318.21,3,Male,2023-05-15,
Monitor,3,252.16,Cash,TX300616,756.48,3,Female,2023-06-18,
Phone,2,106.93,Cash,TX300617,213.86,3,Female,2023-08-12,
Desk,9,261.4,Credit Card,TX300618,2352.6,3,Female,2023-07-27,
Desk,1,241.46,Gift Card,TX300619,241.46,4,Female,2023-10-06,
Printer,5,295.78,Credit Card,TX300620,1478.9,1,Female,2023-02-10,
Chair,3,156.02,Cash,TX300621,468.06,5,Female,2023-07-27,
Tablet,3,150.62,Cash,TX300622,451.86,5,Female,2023-04-17,
Phone,2,53.91,Debit Card,TX300623,107.82,4,Female,2023-04-03,
Tablet,3,291.25,Debit Card,TX300624,873.75,5,Female,2023-04-01,
Monitor,3,233.52,Online,TX300625,700.56,5,Female,2023-08-21,
Monitor,6,28.45,Credit Card,TX300626,170.7,5,Female,2023-06-24,
Phone,1,273.41,Cash,TX300627,273.41,4,Female,2023-08-09,
Phone,2,332.57,Credit Card,TX300628,665.14,2,Female,2023-07-29,
Phone,2,349.79,Gift Card,TX300629,699.58,1,Female,2023-02-18,
Tablet,5,295.37,Debit Card,TX300630,1476.85,1,Female,2023-11-08,
Chair,4,244.5,Credit Card,TX300631,978,2,Female,2023-09-23,
Phone,9,297.74,Credit Card,TX300632,2679.66,2,Female,2023-07-09,
Desk,7,139.29,Gift Card,TX300633,975.03,2,Female,2023-05-26,
Tablet,6,250.53,Gift Card,TX300634,1503.18,5,Female,2023-09-06,
Phone,9,356.81,Credit Card,TX300635,3211.29,1,Female,2023-11-14,
Monitor,5,49.06,Gift Card,TX300636,245.3,4,Female,2023-03-04,
Laptop,6,39.08,Gift Card,TX300637,234.48,4,Female,2023-07-06,
Desk,7,361.06,Gift Card,TX300638,2527.42,2,Female,2023-10-13,
Chair,1,53.88,Cash,TX300639,53.88,5,Female,2023-12-10,
Phone,2,17.75,Debit Card,TX300640,35.5,1,Male,2023-08-22,
Desk,8,227.35,Gift Card,TX300641,1818.8,3,Female,2023-06-06,
Chair,4,290.28,Gift Card,TX300642,1161.12,4,Female,2023-10-31,
Chair,9,316.55,Debit Card,TX300643,2848.95,2,Male,2023-07-21,
Laptop,9,399.7,Gift Card,TX300644,3597.3,2,Female,2023-10-05,
Monitor,10,222.31,Gift Card,TX300645,2223.1,2,Female,2023-11-16,
Printer,7,101.97,Debit Card,TX300646,713.79,1,Male,2023-10-01,
Desk,4,192.49,Debit Card,TX300647,769.96,4,Male,2023-05-27,
Desk,9,165.08,Online,TX300648,1485.72,2,Male,2023-05-01,
Desk,10,163.42,Credit Card,TX300649,1634.2,5,Male,2023-11-27,
Monitor,10,42.28,Online,TX300650,422.8,3,Male,2023-07-01,
Phone,7,43.49,Online,TX300651,304.43,4,Male,2023-01-25,
Tablet,3,268.13,Credit Card,TX300652,804.39,3,Male,2023-08-31,
Phone,8,395.31,Online,TX300653,3162.48,4,Female,2023-05-18,
Monitor,3,40.1,Debit Card,TX300654,120.3,3,Male,2023-05-26,
Tablet,3,246.62,Online,TX300655,739.86,2,Male,2023-07-26,
Tablet,3,114.5,Credit Card,TX300656,343.5,3,Male,2023-12-28,
Laptop,9,383.2,Debit Card,TX300657,3448.8,2,Male,2023-06-04,
Monitor,3,33.61,Online,TX300658,100.83,3,Female,2023-03-20,
Printer,3,370.5,Debit Card,TX300659,1111.5,1,Male,2023-01-18,
Chair,1,382.95,Cash,TX300660,382.95,2,Male,2023-05-07,
Tablet,8,161.58,Gift Card,TX300661,1292.64,3,Male,2023-02-19,
Monitor,4,145.73,Credit Card,TX300662,582.92,2,Female,2023-01-25,
Desk,2,71.38,Credit Card,TX300663,142.76,5,Male,2023-06-25,
Laptop,7,290.06,Gift Card,TX300664,2030.42,3,Male,2023-05-14,
Laptop,8,332.94,Cash,TX300665,2663.52,4,Female,2023-09-29,
Monitor,9,337.8,Online,TX300666,3040.2,1,Male,2023-07-21,
Phone,4,5.58,Credit Card,TX300667,22.32,2,Male,2023-05-29,
Laptop,6,345.09,Gift Card,TX300668,2070.54,1,Male,2023-05-05,
Chair,8,320.78,Debit Card,TX300669,2566.24,2,Male,2023-06-13,
Tablet,10,78.99,Debit Card,TX300670,789.9,3,Female,2023-05-15,
Laptop,2,224.39,Online,TX300671,448.78,3,Male,2023-02-25,
Desk,3,235.61,Debit Card,TX300672,706.83,4,Male,2023-07-06,
Monitor,2,267.91,Cash,TX300673,535.82,5,Male,2023-12-30,
Desk,4,171.93,Gift Card,TX300674,687.72,2,Male,2023-10-19,
Monitor,9,388.94,Credit Card,TX300675,3500.46,3,Female,2023-01-02,
Phone,9,91.74,Gift Card,TX300676,825.66,4,Male,2023-01-24,
Phone,10,106.41,Online,TX300677,1064.1,5,Male,2023-08-17,
Printer,10,246.8,Credit Card,TX300678,2468,3,Male,2023-09-05,
Chair,3,175.26,Gift Card,TX300679,525.78,3,Female,2023-09-10,
Printer,7,53.26,Cash,TX300680,372.82,2,Male,2023-08-30,
Chair,9,66.07,Cash,TX300681,594.63,2,Male,2023-01-18,
Tablet,2,238.45,Cash,TX300682,476.9,1,Male,2023-02-17,
Monitor,9,243.57,Gift Card,TX300683,2192.13,2,Male,2023-08-12,
Desk,2,25.64,Debit Card,TX300684,51.28,4,Female,2023-02-18,
Phone,3,391.04,Gift Card,TX300685,1173.12,3,Male,2023-02-09,
Monitor,7,67.72,Gift Card,TX300686,474.04,5,Male,2023-02-24,
Phone,6,8.4,Gift Card,TX300687,50.4,1,Male,2023-05-13,
Desk,8,300.22,Debit Card,TX300688,2401.76,4,Male,2023-03-31,
Chair,4,366.65,Cash,TX300689,1466.6,3,Male,2023-11-27,
Printer,5,234.05,Cash,TX300690,1170.25,5,Male,2023-01-20,
Tablet,5,261.8,Cash,TX300691,1309,3,Female,2023-12-25,
Laptop,10,226.09,Gift Card,TX300692,2260.9,1,Male,2023-05-23,
Desk,5,217.01,Credit Card,TX300693,1085.05,4,Male,2023-03-02,
Phone,10,281.41,Debit Card,TX300694,2814.1,5,Male,2023-09-14,
Laptop,8,38.15,Gift Card,TX300695,305.2,1,Male,2023-01-30,
Desk,5,331.54,Cash,TX300696,1657.7,5,Female,2023-06-10,
Laptop,3,132.49,Online,TX300697,397.47,4,Male,2023-07-07,
Monitor,7,279.23,Online,TX300698,1954.61,1,Female,2023-09-26,
Chair,1,236.07,Debit Card,TX300699,236.07,3,Female,2023-06-01,
Laptop,8,21.25,Debit Card,TX300700,170,4,Female,2023-01-30,
Desk,1,292.38,Debit Card,TX300701,292.38,4,Male,2023-03-21,
Laptop,8,23,Credit Card,TX300702,184,4,Male,2023-11-06,
Laptop,4,225.6,Gift Card,TX300703,902.4,2,Male,2023-08-08,
Laptop,8,80.72,Online,TX300704,645.76,1,Female,2023-06-20,
Phone,2,55.38,Gift Card,TX300705,110.76,1,Female,2023-10-14,
Chair,10,10.74,Credit Card,TX300706,107.4,3,Female,2023-08-06,
Laptop,9,246.98,Gift Card,TX300707,2222.82,3,Male,2023-12-08,
Desk,2,213.68,Cash,TX300708,427.36,5,Male,2023-02-03,
Chair,5,47.76,Debit Card,TX300709,238.8,5,Male,2023-07-27,
Printer,8,280.6,Debit Card,TX300710,2244.8,5,Male,2023-07-03,
Chair,1,371.87,Gift Card,TX300711,371.87,1,Male,2023-05-10,
Tablet,2,23.18,Cash,TX300712,46.36,5,Male,2023-08-20,
Laptop,8,358.62,Debit Card,TX300713,2868.96,2,Male,2023-08-11,
Printer,10,237.2,Debit Card,TX300714,2372,4,Male,2023-11-22,
Monitor,1,154.01,Gift Card,TX300715,154.01,3,Male,2023-09-20,
Chair,6,208.71,Online,TX300716,1252.26,1,Male,2023-09-30,
Monitor,3,231.76,Online,TX300717,695.28,1,Male,2023-01-12,
Laptop,3,218.65,Credit Card,TX300718,655.95,3,Male,2023-12-19,
Printer,7,276.87,Cash,TX300719,1938.09,5,Male,2023-12-21,
Phone,10,371.02,Online,TX300720,3710.2,2,Female,2023-07-31,
Printer,4,220.56,Debit Card,TX300721,882.24,3,Female,2023-05-18,
Tablet,4,200.98,Online,TX300722,803.92,1,Male,2023-04-23,
Monitor,5,15.92,Gift Card,TX300723,79.6,3,Male,2023-07-22,
Desk,7,210.33,Cash,TX300724,1472.31,4,Female,2023-08-01,
Tablet,4,183.93,Cash,TX300725,735.72,1,Male,2023-09-30,
Monitor,6,17.48,Credit Card,TX300726,104.88,5,Female,2023-12-20,
Tablet,9,12.77,Gift Card,TX300727,114.93,4,Male,2023-06-28,
Phone,1,377.2,Debit Card,TX300728,377.2,5,Male,2023-03-18,
Phone,3,345.81,Debit Card,TX300729,1037.43,2,Male,2023-06-28,
Phone,2,212.63,Debit Card,TX300730,425.26,5,Female,2023-06-23,
Laptop,1,153.97,Online,TX300731,153.97,3,Male,2023-09-04,
Tablet,10,390.62,Gift Card,TX300732,3906.2,1,Male,2023-01-31,
Monitor,9,378.02,Credit Card,TX300733,3402.18,3,Female,2023-01-21,
Desk,3,304.35,Debit Card,TX300734,913.05,3,Female,2023-08-11,
